ID	Symbol	Description
LOCMI14493	LOCMI14493	B7QMM8_IXOSC Raver1, putative
LOCMI14494	LOCMI14494	PREDICTED: predicted protein-like
LOCMI14495	LOCMI14495	PREDICTED: cullin-1-like isoform 1
LOCMI14497	LOCMI14497	AGAP004366-PA
LOCMI14498	LOCMI14498	PREDICTED: ubiquitin-conjugating enzyme E2-17 kDa-like
LOCMI14499	LOCMI14499	ubiquitin-conjugating enzyme rad6
LOCMI14500	LOCMI14500	Amidophosphoribosyltransferase
LOCMI14502	LOCMI14502	Synaptobrevin
LOCMI14503	LOCMI14503	synaptobrevin
LOCMI14504	LOCMI14504	Chloride channel protein 2
LOCMI14508	LOCMI14508	guanine nucleotide-binding protein subunit beta-like
LOCMI14509	LOCMI14509	B0W8B1_CULQU Putative uncharacterized protein
LOCMI14510	LOCMI14510	gamma-aminobutyric-acid receptor alpha-2 subunit precursor, putative
LOCMI14511	LOCMI14511	PREDICTED: abhydrolase domain containing 14B-like
LOCMI14512	LOCMI14512	Q16YE6_AEDAE Putative uncharacterized protein (Fragment)
LOCMI14513	LOCMI14513	low-density lipoprotein receptor, putative
LOCMI14515	LOCMI14515	PREDICTED: protein arginine N-methyltransferase 8-like isoform 1
LOCMI14519	LOCMI14519	ABC transporter G family member 20
LOCMI14520	LOCMI14520	B0WPE2_CULQU UDP-N-acetylglucosamine transporter
LOCMI14521	LOCMI14521	3'-5' exoribonuclease CSL4-like protein
LOCMI14527	LOCMI14527	Cytochrome b561, putative
LOCMI14530	LOCMI14530	zinc binding dehydrogenase, putative
LOCMI14534	LOCMI14534	beta1-tubulin
LOCMI14537	LOCMI14537	Q0IEC2_AEDAE Putative uncharacterized protein
LOCMI14539	LOCMI14539	Ubiquitin-conjugating enzyme E2 C
LOCMI14540	LOCMI14540	Histone H3c
LOCMI14541	LOCMI14541	PREDICTED: engulfment and cell motility protein 1-like
LOCMI14542	LOCMI14542	Autophagy-related protein 16-1
LOCMI14547	LOCMI14547	PRKCA-binding protein, putative
LOCMI14550	LOCMI14550	Symplekin, putative
LOCMI14551	LOCMI14551	Glucose-fructose oxidoreductase domain-containing protein 1
LOCMI14552	LOCMI14552	AGAP010577-PA
LOCMI14553	LOCMI14553	thioredoxin/protein disulfide isomerase
LOCMI14554	LOCMI14554	PREDICTED: protein scribble homolog isoform 1
LOCMI14556	LOCMI14556	PREDICTED: thyroid hormone receptor interactor 13
LOCMI14559	LOCMI14559	Q7QGE8_ANOGA Ubiquitin carboxyl-terminal hydrolase (Fragment)
LOCMI14560	LOCMI14560	C4WRN6_ACYPI ACYPI005808 protein
LOCMI14562	LOCMI14562	BAG family molecular chaperone regulator 2
LOCMI14563	LOCMI14563	Armadillo repeat-containing protein, putative
LOCMI14565	LOCMI14565	PREDICTED: protein Wnt-6
LOCMI14567	LOCMI14567	wingless protein
LOCMI14590	LOCMI14590	60S ribosomal protein L8
LOCMI14595	LOCMI14595	AGAP005129-PA
LOCMI14604	LOCMI14604	C3XUB4_BRAFL Putative uncharacterized protein
LOCMI14605	LOCMI14605	WD repeat-containing protein 67
LOCMI14606	LOCMI14606	GK22870
LOCMI14613	LOCMI14613	A4D1Y8_HUMAN cDNA FLJ31146 fis, clone IMR322001435, weakly similar to Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein
LOCMI14615	LOCMI14615	Nucleoside diphosphate-linked moiety X motif, putative
LOCMI14616	LOCMI14616	membrane-bound transcription factor site 1 protease precursor, putative
LOCMI14621	LOCMI14621	syntaxin-6, putative
LOCMI14636	LOCMI14636	PREDICTED: similar to CG32982 CG32982-PA
LOCMI14638	LOCMI14638	B7PH94_IXOSC Nuclear receptor coactivator, putative
LOCMI14640	LOCMI14640	protein transport protein sec13, putative
LOCMI14641	LOCMI14641	PREDICTED: LOW QUALITY PROTEIN: DNA polymerase epsilon catalytic subunit A-like
LOCMI14642	LOCMI14642	PREDICTED: cell division control protein 6 homolog isoform 1
LOCMI14643	LOCMI14643	C3YRR8_BRAFL Putative uncharacterized protein (Fragment)
LOCMI14644	LOCMI14644	Tudor domain-containing protein 5
LOCMI14645	LOCMI14645	PREDICTED: probable E3 ubiquitin-protein ligase MYCBP2-like
LOCMI14649	LOCMI14649	protein arginine N-methyltransferase, putative
LOCMI14651	LOCMI14651	PREDICTED: leucine-rich repeat-containing protein 67-like
LOCMI14654	LOCMI14654	PREDICTED: microtubule-actin cross-linking factor 1, isoforms 1/2/3/5-like isoform 2
LOCMI14656	LOCMI14656	B3NIR6_DROER GG13284
LOCMI14657	LOCMI14657	CCAAT/enhancer-binding protein gamma
LOCMI14659	LOCMI14659	guanine nucleotide-binding protein G, putative
LOCMI14667	LOCMI14667	Aladin, putative
LOCMI14668	LOCMI14668	B4JKE3_DROGR GH12065
LOCMI14671	LOCMI14671	Q16KL0_AEDAE 26S protease regulatory subunit
LOCMI14672	LOCMI14672	B7QLF8_IXOSC Putative uncharacterized protein (Fragment)
LOCMI14674	LOCMI14674	glutamine amidotransferase
LOCMI14675	LOCMI14675	PREDICTED: DNA repair protein REV1
LOCMI14679	LOCMI14679	inhibitor of growth protein 3
LOCMI14680	LOCMI14680	cAMP-dependent protein kinase C1
LOCMI14682	LOCMI14682	PREDICTED: discoidin domain-containing receptor 2-like
LOCMI14688	LOCMI14688	GG16406
LOCMI14690	LOCMI14690	Globin D, coelomic, putative
LOCMI14691	LOCMI14691	PREDICTED: putative ATP-dependent RNA helicase me31b-like isoform 1
LOCMI14692	LOCMI14692	B0W4N0_CULQU Neuroendocrine protein 7b2
LOCMI14693	LOCMI14693	low-density lipoprotein receptor, putative
LOCMI14694	LOCMI14694	PREDICTED: probable ATP-dependent RNA helicase spindle-E-like
LOCMI14695	LOCMI14695	rap GTPase-activating protein, putative
LOCMI14696	LOCMI14696	PREDICTED: similar to dolichyl-phosphate mannosyltransferase
LOCMI14697	LOCMI14697	PREDICTED: peroxisomal membrane protein PEX13
LOCMI14698	LOCMI14698	zinc binding dehydrogenase, putative
LOCMI14699	LOCMI14699	PREDICTED: eukaryotic translation initiation factor 2 subunit 1-like
LOCMI14700	LOCMI14700	PREDICTED: von Hippel-Lindau disease tumor suppressor
LOCMI14704	LOCMI14704	Frizzled-7
LOCMI14705	LOCMI14705	BTB (POZ) domain containing 2-like
LOCMI14707	LOCMI14707	tens, putative
LOCMI14715	LOCMI14715	PREDICTED: similar to predicted protein
LOCMI14716	LOCMI14716	Q8T895_CIOIN Heat shock protein 40
LOCMI14719	LOCMI14719	PREDICTED: amidophosphoribosyltransferase
LOCMI14720	LOCMI14720	PREDICTED: multifunctional protein ADE2-like
LOCMI14722	LOCMI14722	Transient receptor potential cation channel subfamily V member 6
LOCMI14723	LOCMI14723	B4KT55_DROMO GI18961
LOCMI14725	LOCMI14725	sugar transporter, putative
LOCMI14726	LOCMI14726	PREDICTED: palmitoyltransferase ZDHHC2-like isoform 2
LOCMI14730	LOCMI14730	B6RQP5_SITZE Tollip-like protein
LOCMI14733	LOCMI14733	seryl-tRNA synthetase, putative
LOCMI14734	LOCMI14734	PREDICTED: zinc finger protein 593 homolog
LOCMI14735	LOCMI14735	A7URT8_ANOGA AGAP006990-PA
LOCMI14740	LOCMI14740	PREDICTED: similar to calmodulin-binding protein trpl
LOCMI14741	LOCMI14741	PREDICTED: transient receptor potential protein-like
LOCMI14742	LOCMI14742	Zinc finger protein 324A
LOCMI14743	LOCMI14743	PREDICTED: ATP-dependent RNA helicase abstrakt-like
LOCMI14746	LOCMI14746	PREDICTED: d-tyrosyl-tRNA(Tyr) deacylase 1-like
LOCMI14747	LOCMI14747	PREDICTED: GPN-loop GTPase 3-like isoform 1
LOCMI14755	LOCMI14755	Q17N85_AEDAE Ubiquitin-activating enzyme E1
LOCMI14759	LOCMI14759	Solute carrier family 41 member 2
LOCMI14760	LOCMI14760	PREDICTED: glycine receptor subunit beta-type 4-like
LOCMI14762	LOCMI14762	PREDICTED: KH domain-containing, RNA-binding, signal transduction-associated protein 3-like isoform 1
LOCMI14763	LOCMI14763	tripartite motif-containing protein, putative
LOCMI14764	LOCMI14764	L-2-hydroxyglutarate dehydrogenase, putative
LOCMI14768	LOCMI14768	Q16WD7_AEDAE Putative uncharacterized protein
LOCMI14769	LOCMI14769	sodium-dependent phosphate transporter
LOCMI14770	LOCMI14770	Putative inorganic phosphate cotransporter
LOCMI14773	LOCMI14773	B7QH27_IXOSC Kelch domain-containing protein, putative
LOCMI14774	LOCMI14774	Equilibrative nucleoside transporter 1
LOCMI14777	LOCMI14777	Double-stranded RNA-binding protein Staufen-like protein 2
LOCMI14780	LOCMI14780	ribosomal protein L10
LOCMI14781	LOCMI14781	PREDICTED: RING finger protein 157-like
LOCMI14782	LOCMI14782	Q7Q604_ANOGA AGAP006107-PA
LOCMI14783	LOCMI14783	D6WWZ1_TRICA Putative uncharacterized protein
LOCMI14784	LOCMI14784	D6WWZ1_TRICA Putative uncharacterized protein
LOCMI14799	LOCMI14799	PREDICTED: general transcription factor IIH subunit 1-like
LOCMI14806	LOCMI14806	methylated-DNA--protein-cysteine methyltransferase, putative
LOCMI14807	LOCMI14807	superoxide dismutase
LOCMI14808	LOCMI14808	B4JS12_DROGR GH19100
LOCMI14809	LOCMI14809	PREDICTED: replication factor C subunit 4-like
LOCMI14810	LOCMI14810	B0W1B1_CULQU Signal peptide peptidase
LOCMI14814	LOCMI14814	B0WPV2_CULQU Putative uncharacterized protein
LOCMI14818	LOCMI14818	Sip1/TFIP11 interacting protein
LOCMI14819	LOCMI14819	mitochondrial ribosomal protein, L23
LOCMI14820	LOCMI14820	PREDICTED: sirtuin 3-like
LOCMI14821	LOCMI14821	Cadherin-N, isoform L
LOCMI14832	LOCMI14832	Q7QH41_ANOGA AGAP003506-PA
LOCMI14833	LOCMI14833	Q17II8_AEDAE Putative uncharacterized protein
LOCMI14834	LOCMI14834	AGAP007483-PA
LOCMI14835	LOCMI14835	AGAP007483-PA
LOCMI14836	LOCMI14836	PREDICTED: armadillo repeat-containing protein 6 homolog
LOCMI14837	LOCMI14837	PREDICTED: structural maintenance of chromosomes protein 5-like
LOCMI14840	LOCMI14840	C3XSG4_BRAFL Putative uncharacterized protein
LOCMI14841	LOCMI14841	E3 ubiquitin-protein ligase LRSAM1
LOCMI14842	LOCMI14842	DNA polymerase epsilon subunit 3
LOCMI14845	LOCMI14845	Q0C7B5_AEDAE Three prime repair exonuclease 1, putative
LOCMI14850	LOCMI14850	probable transport protein Sec61 alpha subunit
LOCMI14851	LOCMI14851	YTH domain-containing protein 2
LOCMI14855	LOCMI14855	glycoside hydrolases
LOCMI14856	LOCMI14856	beta-glucosidase
LOCMI14857	LOCMI14857	Q8T0W7_9NEOP Beta-glucosidase
LOCMI14870	LOCMI14870	B4JBZ1_DROGR GH11607
LOCMI14878	LOCMI14878	PREDICTED: glucose transporter type 1-like
LOCMI14879	LOCMI14879	archipelago
LOCMI14880	LOCMI14880	PHD finger protein, putative
LOCMI14882	LOCMI14882	Q9VE32_DROME CG18208
LOCMI14884	LOCMI14884	PREDICTED: probable E3 ubiquitin-protein ligase TRIP12-like isoform 2
LOCMI14887	LOCMI14887	AGAP001294-PA
LOCMI14898	LOCMI14898	Q16R90_AEDAE Integrin alpha-ps
LOCMI14899	LOCMI14899	AGAP009685-PA
LOCMI14902	LOCMI14902	Xaa-Pro dipeptidase
LOCMI14903	LOCMI14903	Q16XE8_AEDAE Putative uncharacterized protein
LOCMI14909	LOCMI14909	PREDICTED: DNA-directed RNA polymerase III subunit RPC6-like
LOCMI14912	LOCMI14912	RNA polymerase-associated protein CTR9-like protein
LOCMI14915	LOCMI14915	B7PUF4_IXOSC Putative uncharacterized protein
LOCMI14916	LOCMI14916	B4KY88_DROMO GI12519
LOCMI14918	LOCMI14918	multiple pdz domain protein, putative
LOCMI14919	LOCMI14919	multiple pdz domain protein, putative
LOCMI14920	LOCMI14920	PREDICTED: multiple PDZ domain protein-like
LOCMI14925	LOCMI14925	PREDICTED: galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase P-like
LOCMI14928	LOCMI14928	putative alcohol dehydrogenase
LOCMI14929	LOCMI14929	GK17275
LOCMI14933	LOCMI14933	PREDICTED: solute carrier family 2, facilitated glucose transporter member 1-like isoform 1
LOCMI14934	LOCMI14934	beta-glucosidase
LOCMI14936	LOCMI14936	F-box domain, cyclin-like IPR022364; F-box domain, Skp2-like
LOCMI14937	LOCMI14937	PREDICTED: clathrin light chain-like
LOCMI14938	LOCMI14938	PREDICTED: nucleolar GTP-binding protein 2-like
LOCMI14939	LOCMI14939	B0XF44_CULQU Zinc finger
LOCMI14944	LOCMI14944	C3YUB2_BRAFL Putative uncharacterized protein (Fragment)
LOCMI14946	LOCMI14946	PREDICTED: katanin p60 ATPase-containing subunit A-like 1-like isoform 1
LOCMI14947	LOCMI14947	PREDICTED: paired amphipathic helix protein Sin3b
LOCMI14948	LOCMI14948	PREDICTED: similar to peroxidasin
LOCMI14949	LOCMI14949	Q8T0W7_9NEOP Beta-glucosidase
LOCMI14950	LOCMI14950	PREDICTED: electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial-like
LOCMI14952	LOCMI14952	PREDICTED: neuropeptides capa receptor-like
LOCMI14956	LOCMI14956	A8W489_TRICA Chitin deacetylase 4
LOCMI14959	LOCMI14959	PREDICTED: 26S proteasome non-ATPase regulatory subunit 6-like
LOCMI14962	LOCMI14962	Tumor suppressor candidate 3
LOCMI14964	LOCMI14964	hyaluronan mediated motility receptor
LOCMI14982	LOCMI14982	tetraspanin-9, putative
LOCMI14984	LOCMI14984	PREDICTED: protein prenyltransferase alpha subunit repeat-containing protein 1-like
LOCMI14987	LOCMI14987	GH22668
LOCMI14988	LOCMI14988	PREDICTED: nischarin-like
LOCMI14990	LOCMI14990	PREDICTED: WD repeat-containing protein 48-like isoform 1
LOCMI14991	LOCMI14991	PREDICTED: similar to GA20484-PA isoform 1
LOCMI14993	LOCMI14993	PREDICTED: peroxisomal membrane protein 11B-like isoform 2
LOCMI14994	LOCMI14994	GTP-binding protein YPT1, putative
LOCMI14995	LOCMI14995	Q7PRK2_ANOGA AGAP010715-PA (Fragment)
LOCMI14998	LOCMI14998	PREDICTED: putative phosphoenolpyruvate synthase-like
LOCMI15001	LOCMI15001	PREDICTED: alpha-catulin-like isoform 1
LOCMI15013	LOCMI15013	Q1DH50_AEDAE Calnexin
LOCMI15014	LOCMI15014	PREDICTED: nucleosome assembly protein 1-like 1-like
LOCMI15020	LOCMI15020	Casein kinase II subunit alpha
LOCMI15021	LOCMI15021	Protein tamozhennic
LOCMI15023	LOCMI15023	Structural maintenance of chromosomes protein 6
LOCMI15024	LOCMI15024	Dynein intermediate chain 2, ciliary
LOCMI15025	LOCMI15025	B0WE73_CULQU Putative uncharacterized protein
LOCMI15027	LOCMI15027	Mitotic checkpoint serine/threonine-protein kinase BUB1
LOCMI15030	LOCMI15030	RNA (guanine-7-) methyltransferase, isoform CRA_c
LOCMI15031	LOCMI15031	mRNA cap guanine-N7 methyltransferase
LOCMI15032	LOCMI15032	DNA topoisomerase 1
LOCMI15033	LOCMI15033	werner helicase interacting protein
LOCMI15034	LOCMI15034	PREDICTED: protein O-mannosyltransferase 1-like
LOCMI15035	LOCMI15035	MPA3 allergen
LOCMI15039	LOCMI15039	GD25907
LOCMI15040	LOCMI15040	Q961J5_DROME CG3790
LOCMI15041	LOCMI15041	ankyrin repeat protein
LOCMI15042	LOCMI15042	PREDICTED: eukaryotic translation initiation factor 3 subunit M-like
LOCMI15048	LOCMI15048	PREDICTED: dihydropyrimidinase-like isoform 3
LOCMI15049	LOCMI15049	PREDICTED: dihydropyrimidine dehydrogenase
LOCMI15053	LOCMI15053	Q7Q2L3_ANOGA AGAP004695-PA
LOCMI15054	LOCMI15054	PREDICTED: prostatic acid phosphatase-like
LOCMI15055	LOCMI15055	PREDICTED: trehalase-like isoform 2
LOCMI15056	LOCMI15056	PREDICTED: phospholipase A-2-activating protein-like
LOCMI15058	LOCMI15058	B4MQN4_DROWI GK21909
LOCMI15060	LOCMI15060	thioredoxin reductase 3
LOCMI15064	LOCMI15064	WW domain-containing oxidoreductase
LOCMI15065	LOCMI15065	PREDICTED: neprilysin-1-like
LOCMI15066	LOCMI15066	Arsenical pump-driving ATPase, putative
LOCMI15068	LOCMI15068	B0WK53_CULQU Insulin receptor tyrosine kinase substrate
LOCMI15070	LOCMI15070	putative aminopeptidase
LOCMI15072	LOCMI15072	PREDICTED: LOW QUALITY PROTEIN: gem-associated protein 5-like
LOCMI15073	LOCMI15073	ovochymase 1, isoform CRA_b
LOCMI15074	LOCMI15074	trypsin
LOCMI15075	LOCMI15075	MPA3 allergen
LOCMI15076	LOCMI15076	serine protease
LOCMI15077	LOCMI15077	PREDICTED: geranylgeranyl pyrophosphate synthase-like
LOCMI15084	LOCMI15084	hect E3 ubiquitin ligase, putative
LOCMI15085	LOCMI15085	Q17JT3_AEDAE Zinc finger protein, putative
LOCMI15087	LOCMI15087	PREDICTED: moesin/ezrin/radixin homolog 1-like
LOCMI15088	LOCMI15088	Q08B51_XENLA LOC100158351 protein
LOCMI15099	LOCMI15099	epithelial membrane protein
LOCMI15100	LOCMI15100	epithelial membrane protein
LOCMI15104	LOCMI15104	Q7QJC4_ANOGA AGAP007416-PA
LOCMI15106	LOCMI15106	PREDICTED: similar to transcription factor castor
LOCMI15108	LOCMI15108	GE13118
LOCMI15110	LOCMI15110	PREDICTED: fatty acid synthase-like isoform 1
LOCMI15114	LOCMI15114	ubiquitin-conjugating enzyme morgue, putative
LOCMI15116	LOCMI15116	PREDICTED: GPI ethanolamine phosphate transferase 1
LOCMI15117	LOCMI15117	NA
LOCMI15118	LOCMI15118	B0W3D0_CULQU Exocyst complex component 2
LOCMI15119	LOCMI15119	PREDICTED: myelin expression factor 2-like
LOCMI15120	LOCMI15120	WD repeat-containing protein 40A
LOCMI15121	LOCMI15121	DNA double-strand break repair Rad50 ATPase, putative
LOCMI15125	LOCMI15125	B4M0F9_DROVI GJ22583
LOCMI15126	LOCMI15126	MPA3 allergen
LOCMI15127	LOCMI15127	MPA3 allergen
LOCMI15128	LOCMI15128	C3Y1T1_BRAFL Putative uncharacterized protein (Fragment)
LOCMI15130	LOCMI15130	C3ZRI2_BRAFL Putative uncharacterized protein
LOCMI15131	LOCMI15131	Q17N90_AEDAE Putative uncharacterized protein
LOCMI15132	LOCMI15132	PREDICTED: farnesyl pyrophosphate synthase-like
LOCMI15135	LOCMI15135	PREDICTED: polypeptide N-acetylgalactosaminyltransferase 2-like
LOCMI15136	LOCMI15136	PREDICTED: solute carrier family 30 (zinc transporter), member 6-like
LOCMI15137	LOCMI15137	Centromere/kinetochore protein zw10-like protein
LOCMI15138	LOCMI15138	RNA-binding protein Rsf1
LOCMI15139	LOCMI15139	PREDICTED: mediator of RNA polymerase II transcription subunit 17
LOCMI15140	LOCMI15140	ciliary dynein heavy chain, putative
LOCMI15143	LOCMI15143	C3ZRR4_BRAFL Putative uncharacterized protein
LOCMI15144	LOCMI15144	Q16LE5_AEDAE Ubiquitin conjugating enzyme 7 interacting protein
LOCMI15145	LOCMI15145	PREDICTED: calmodulin-like
LOCMI15147	LOCMI15147	cathepsin L-like protease
LOCMI15149	LOCMI15149	kelch-like 5 protein
LOCMI15150	LOCMI15150	PREDICTED: similar to mitochondrial alanyl-tRNA synthetase CG4633-PA
LOCMI15151	LOCMI15151	B9A8X0_9RICK Ankyrin motif protein
LOCMI15152	LOCMI15152	ankyrin repeat domain protein
LOCMI15153	LOCMI15153	B3EU24_AMOA5 Putative uncharacterized protein
LOCMI15155	LOCMI15155	gastric caeca sugar transporter
LOCMI15157	LOCMI15157	Q178H0_AEDAE Putative uncharacterized protein
LOCMI15158	LOCMI15158	trachealess
LOCMI15159	LOCMI15159	B4L8X5_DROMO GI16733
LOCMI15160	LOCMI15160	Q17LM8_AEDAE Putative uncharacterized protein
LOCMI15161	LOCMI15161	Signal recognition particle 54 kDa protein, putative
LOCMI15162	LOCMI15162	Q3KNA5_MOUSE RAB9B member RAS oncogene family
LOCMI15163	LOCMI15163	PREDICTED: sodium- and chloride-dependent glycine transporter 2-like isoform 2
LOCMI15164	LOCMI15164	PREDICTED: ZZ-type zinc finger-containing protein 3-like
LOCMI15165	LOCMI15165	PREDICTED: similar to aspartyl-tRNA synthetase
LOCMI15169	LOCMI15169	Q16Y29_AEDAE Putative uncharacterized protein
LOCMI15170	LOCMI15170	PREDICTED: similar to Pax-1 protein
LOCMI15171	LOCMI15171	PREDICTED: similar to pinn
LOCMI15172	LOCMI15172	AGAP002385-PA
LOCMI15174	LOCMI15174	B3P1J1_DROER GG17261
LOCMI15179	LOCMI15179	B9A8X0_9RICK Ankyrin motif protein
LOCMI15180	LOCMI15180	ankyrin motif protein
LOCMI15184	LOCMI15184	secretion regulating guanine nucleotide exchange factor
LOCMI15185	LOCMI15185	PREDICTED: cell division cycle protein 23 homolog
LOCMI15188	LOCMI15188	Platelet-activating factor acetylhydrolase precursor, putative
LOCMI15190	LOCMI15190	B0WS08_CULQU Sodium-dependent phosphate transporter
LOCMI15193	LOCMI15193	Q290K8_DROPS GA19584
LOCMI15194	LOCMI15194	Elongation factor 1-beta'
LOCMI15198	LOCMI15198	B0W917_CULQU Putative uncharacterized protein
LOCMI15205	LOCMI15205	60S ribosomal protein L38
LOCMI15206	LOCMI15206	aquaporin
LOCMI15207	LOCMI15207	transcription elongation factor B polypeptide 1
LOCMI15210	LOCMI15210	aquaporin
LOCMI15211	LOCMI15211	PREDICTED: glycine receptor subunit alpha-4-like
LOCMI15212	LOCMI15212	B4QFL0_DROSI GD11558
LOCMI15213	LOCMI15213	B0W9E3_CULQU Putative uncharacterized protein
LOCMI15214	LOCMI15214	Nuclear factor 1 A-type
LOCMI15215	LOCMI15215	PREDICTED: nuclear factor 1 X-type-like
LOCMI15217	LOCMI15217	B3P9U4_DROER GG16454
LOCMI15219	LOCMI15219	PREDICTED: sodium-dependent nutrient amino acid transporter 1-like
LOCMI15220	LOCMI15220	PREDICTED: septin-2-like
LOCMI15221	LOCMI15221	PREDICTED: neurobeachin-like
LOCMI15224	LOCMI15224	B0WTZ4_CULQU Putative uncharacterized protein
LOCMI15225	LOCMI15225	Techylectin-5B
LOCMI15226	LOCMI15226	PREDICTED: superkiller viralicidic activity 2-like 2-like isoform 1
LOCMI15227	LOCMI15227	A7LBJ7_ANOGA Voltage-gated calcium channel alpha2-delta subunit 1
LOCMI15228	LOCMI15228	Q7QJR8_ANOGA AGAP007628-PA
LOCMI15234	LOCMI15234	Vacuolar protein sorting-associated protein 54
LOCMI15235	LOCMI15235	B5DJ41_DROPS GA26093
LOCMI15237	LOCMI15237	Cadherin-N, isoform D
LOCMI15238	LOCMI15238	Ankyrin
LOCMI15239	LOCMI15239	ankyrin
LOCMI15240	LOCMI15240	formin 1,2/cappuccino, putative
LOCMI15241	LOCMI15241	PREDICTED: protein kinase C and casein kinase substrate in neurons protein 2-like isoform 2
LOCMI15244	LOCMI15244	PREDICTED: protein kinase C and casein kinase substrate in neurons protein 2-like isoform 1
LOCMI15246	LOCMI15246	C1BS96_9MAXI THAP domain-containing protein 2
LOCMI15248	LOCMI15248	PREDICTED: synaptic vesicle membrane protein VAT-1 homolog
LOCMI15250	LOCMI15250	P protein, putative
LOCMI15253	LOCMI15253	PREDICTED: plancitoxin-1-like
LOCMI15254	LOCMI15254	hect E3 ubiquitin ligase, putative
LOCMI15255	LOCMI15255	PREDICTED: similar to pyrazinamidase/nicotinamidase
LOCMI15256	LOCMI15256	UPF0480 protein C15orf24-like protein
LOCMI15258	LOCMI15258	AGAP011061-PA
LOCMI15259	LOCMI15259	PREDICTED: putative hydroxypyruvate isomerase-like
LOCMI15261	LOCMI15261	C9JEE1_HUMAN Putative uncharacterized protein ENSP00000403390
LOCMI15262	LOCMI15262	EH domain-containing protein 1
LOCMI15265	LOCMI15265	PREDICTED: zinc finger protein 555
LOCMI15269	LOCMI15269	Zinc finger, C2CH-type
LOCMI15270	LOCMI15270	tyrosine-protein kinase, putative
LOCMI15279	LOCMI15279	Muscle-specific protein, putative
LOCMI15280	LOCMI15280	Muscle-specific protein, putative
LOCMI15281	LOCMI15281	C3YL63_BRAFL Putative uncharacterized protein (Fragment)
LOCMI15282	LOCMI15282	Q17A94_AEDAE Putative uncharacterized protein
LOCMI15285	LOCMI15285	B3RXT0_TRIAD Putative uncharacterized protein
LOCMI15286	LOCMI15286	Q175U0_AEDAE Putative uncharacterized protein
LOCMI15290	LOCMI15290	Q1DH61_AEDAE Putative uncharacterized protein (Fragment)
LOCMI15291	LOCMI15291	B0WBN1_CULQU Putative uncharacterized protein
LOCMI15294	LOCMI15294	B3MC18_DROAN Transporter
LOCMI15296	LOCMI15296	B4LLJ5_DROVI GJ21175
LOCMI15298	LOCMI15298	PREDICTED: cell differentiation protein RCD1 homolog
LOCMI15301	LOCMI15301	Macrophage MHC class I receptor 2-like protein
LOCMI15303	LOCMI15303	PREDICTED: potassium voltage-gated channel subfamily KQT member 1-like
LOCMI15313	LOCMI15313	Homeodomain-like
LOCMI15324	LOCMI15324	PREDICTED: histone H2B.3-like
LOCMI15325	LOCMI15325	B4KUT5_DROMO GI11577
LOCMI15327	LOCMI15327	PREDICTED: laminin subunit alpha-1-like
LOCMI15328	LOCMI15328	Voltage-dependent L-type calcium channel, putative
LOCMI15329	LOCMI15329	Tubulin-specific chaperone C
LOCMI15330	LOCMI15330	Q7PNF4_ANOGA AGAP008032-PA (Fragment)
LOCMI15331	LOCMI15331	PREDICTED: peroxisomal targeting signal 1 receptor-like
LOCMI15332	LOCMI15332	Molybdenum cofactor synthesis protein 2 large subunit
LOCMI15333	LOCMI15333	PREDICTED: retinoblastoma-family protein
LOCMI15334	LOCMI15334	proteasome subunit beta 7
LOCMI15336	LOCMI15336	PREDICTED: survival motor neuron protein-like
LOCMI15337	LOCMI15337	PREDICTED: survival motor neuron protein-like
LOCMI15339	LOCMI15339	PREDICTED: kelch-like protein diablo-like
LOCMI15342	LOCMI15342	cuticular protein RR-2 family member 23 precursor
LOCMI15344	LOCMI15344	B4N5V1_DROWI GK17855
LOCMI15345	LOCMI15345	Q16XV3_AEDAE Cuticle protein, putative
LOCMI15346	LOCMI15346	TPA: putative cuticle protein
LOCMI15351	LOCMI15351	Probable ATP-dependent RNA helicase DHX35
LOCMI15353	LOCMI15353	15-hydroxyprostaglandin dehydrogenase
LOCMI15354	LOCMI15354	C3XXG5_BRAFL Putative uncharacterized protein
LOCMI15355	LOCMI15355	Q7PTC3_ANOGA AGAP006937-PA
LOCMI15356	LOCMI15356	PREDICTED: eukaryotic translation initiation factor 5B-like
LOCMI15359	LOCMI15359	A7S5K0_NEMVE Predicted protein
LOCMI15361	LOCMI15361	zinc finger protein 36
LOCMI15362	LOCMI15362	PREDICTED: inositol 1,4,5-trisphosphate receptor-like isoform 1
LOCMI15363	LOCMI15363	Prestin
LOCMI15365	LOCMI15365	PREDICTED: ras-like GTP-binding protein Rho1
LOCMI15368	LOCMI15368	C3YKH0_BRAFL Putative uncharacterized protein
LOCMI15369	LOCMI15369	B3MTD6_DROAN GF23342
LOCMI15371	LOCMI15371	heat shock protein 70
LOCMI15376	LOCMI15376	B2RD90_HUMAN cDNA, FLJ96507
LOCMI15380	LOCMI15380	Q16QR0_AEDAE Putative uncharacterized protein
LOCMI15382	LOCMI15382	PREDICTED: noggin-like
LOCMI15392	LOCMI15392	PREDICTED: glycerophosphodiester phosphodiesterase 1-like
LOCMI15393	LOCMI15393	B0WFT5_CULQU Putative uncharacterized protein
LOCMI15395	LOCMI15395	FAD-linked sulfhydryl oxidase ALR
LOCMI15396	LOCMI15396	PREDICTED: leucine-rich repeat-containing protein 4B-like
