G3-VS-S3.down-DOMAIN_Ensembl-Gene-Rankings.txt	
G3-VS-S3.down-DOMAIN_Ensembl-Gene-Rankings.txt	GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI06277	LOCMI06277	sodium-dependent nutrient amino acid transporter, putative	5	0.294117647059	LOCMI06277	inorganic cation transmembrane transporter activity // secondary active transmembrane transporter activity // neurotransmitter transporter activity // neurotransmitter transport // metal ion transmembrane transporter activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI05775	LOCMI05775	Chorion peroxidase precursor, putative	5	0.294117647059	LOCMI05775	tetrapyrrole binding // response to stress // iron ion binding // oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI05040	LOCMI05040	Chorion peroxidase precursor, putative	5	0.294117647059	LOCMI05040	tetrapyrrole binding // response to stress // iron ion binding // oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI02454	LOCMI02454	sodium-dependent nutrient amino acid transporter, putative	5	0.294117647059	LOCMI02454	inorganic cation transmembrane transporter activity // secondary active transmembrane transporter activity // neurotransmitter transporter activity // neurotransmitter transport // metal ion transmembrane transporter activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI01723	LOCMI01723	sodium-dependent nutrient amino acid transporter, putative	5	0.294117647059	LOCMI01723	inorganic cation transmembrane transporter activity // secondary active transmembrane transporter activity // neurotransmitter transporter activity // neurotransmitter transport // metal ion transmembrane transporter activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI01033	LOCMI01033	B0WXB4_CULQU Oxidase/peroxidase	5	0.294117647059	LOCMI01033	tetrapyrrole binding // response to stress // iron ion binding // oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16187	LOCMI16187	cytochrome P450 6BQ13	4	0.235294117647	LOCMI16187	tetrapyrrole binding // iron ion binding // oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16176	LOCMI16176	cytochrome P450	4	0.235294117647	LOCMI16176	tetrapyrrole binding // iron ion binding // oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16173	LOCMI16173	cytochrome P450	4	0.235294117647	LOCMI16173	tetrapyrrole binding // iron ion binding // oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16171	LOCMI16171	cytochrome P450	4	0.235294117647	LOCMI16171	tetrapyrrole binding // iron ion binding // oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16156	LOCMI16156	RecName: Full=Cytochrome P450 6k1; AltName: Full=CYPVIK1 gb|AAK57914.1|AF281328_1 cytochrome P450 CYP6K1	4	0.235294117647	LOCMI16156	tetrapyrrole binding // iron ion binding // oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16151	LOCMI16151	PREDICTED: probable cytochrome P450 301a1, mitochondrial-like	4	0.235294117647	LOCMI16151	tetrapyrrole binding // iron ion binding // oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16136	LOCMI16136	Cytochrome P450 4g15	4	0.235294117647	LOCMI16136	tetrapyrrole binding // iron ion binding // oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16056	LOCMI16056	B0EVL7_BOMMO Glycerol-3-phosphate dehydrogenase	4	0.235294117647	LOCMI16056	calcium ion binding // carbohydrate metabolic process // oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16397	LOCMI16397	phenylalanine-tryptophan hydroxylase	3	0.176470588235	LOCMI16397	aromatic amino acid family metabolic process // oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16260	LOCMI16260	glutathione peroxidase 6 precursor, putative	3	0.176470588235	LOCMI16260	response to stress // oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16232	LOCMI16232	cytochrome P450, family 4, subfamily v, polypeptide 2	3	0.176470588235	LOCMI16232	tetrapyrrole binding // iron ion binding // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16221	LOCMI16221	GG20554	3	0.176470588235	LOCMI16221	tetrapyrrole binding // iron ion binding // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15879	LOCMI15879	AGAP004786-PA	3	0.176470588235	LOCMI15879	carbohydrate metabolic process // oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15836	LOCMI15836	sn-glycerol-3-phosphate dehydrogenase isoform 4	3	0.176470588235	LOCMI15836	carbohydrate metabolic process // oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI03436	LOCMI03436	tyrosine 3-monooxygenase, putative	3	0.176470588235	LOCMI03436	aromatic amino acid family metabolic process // oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI02396	LOCMI02396	pale, isoform A	3	0.176470588235	LOCMI02396	aromatic amino acid family metabolic process // oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI17331	LOCMI17331	Q0Z942_TRICA Chitinase 7	2	0.117647058824	LOCMI17331	hydrolase activity, acting on glycosyl bonds // carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI17185	LOCMI17185	PREDICTED: chitinase-like protein Idgf4-like	2	0.117647058824	LOCMI17185	hydrolase activity, acting on glycosyl bonds // carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI17170	LOCMI17170	PREDICTED: chitinase-like protein Idgf4-like	2	0.117647058824	LOCMI17170	hydrolase activity, acting on glycosyl bonds // carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI17127	LOCMI17127	PREDICTED: chitinase-like protein Idgf4-like isoform 1	2	0.117647058824	LOCMI17127	hydrolase activity, acting on glycosyl bonds // carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI17048	LOCMI17048	chitinase 5 precursor	2	0.117647058824	LOCMI17048	hydrolase activity, acting on glycosyl bonds // carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16589	LOCMI16589	B3NW72_DROER GG18337	2	0.117647058824	LOCMI16589	hydrolase activity, acting on glycosyl bonds // carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16410	LOCMI16410	Beta-1,3-glucan-binding protein	2	0.117647058824	LOCMI16410	hydrolase activity, acting on glycosyl bonds // carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15899	LOCMI15899	D6WFZ1_TRICA Putative uncharacterized protein	2	0.117647058824	LOCMI15899	oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15821	LOCMI15821	D6W7D3_TRICA Putative uncharacterized protein	2	0.117647058824	LOCMI15821	oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15198	LOCMI15198	B0W917_CULQU Putative uncharacterized protein	2	0.117647058824	LOCMI15198	calcium ion binding // biological adhesion
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13964	LOCMI13964	C3YD42_BRAFL Putative uncharacterized protein (Fragment)	2	0.117647058824	LOCMI13964	oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13963	LOCMI13963	Laccase2	2	0.117647058824	LOCMI13963	oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13571	LOCMI13571	PREDICTED: collagen alpha-1(XXII) chain-like isoform 1	2	0.117647058824	LOCMI13571	structural molecule activity // biological adhesion
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI12775	LOCMI12775	PREDICTED: similar to AGAP007924-PA	2	0.117647058824	LOCMI12775	calcium ion binding // biological adhesion
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI12774	LOCMI12774	protocadherin-16 precursor, putative	2	0.117647058824	LOCMI12774	calcium ion binding // biological adhesion
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI12038	LOCMI12038	Collagen alpha-1(V) chain	2	0.117647058824	LOCMI12038	structural molecule activity // biological adhesion
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI11922	LOCMI11922	PREDICTED: flavin-containing monooxygenase FMO GS-OX3-like	2	0.117647058824	LOCMI11922	oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI11012	LOCMI11012	B4HH85_DROSE GM25434	2	0.117647058824	LOCMI11012	carbohydrate metabolic process // biological adhesion
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI10293	LOCMI10293	A4ATG0_9FLAO Hypothetical glycine-rich protein	2	0.117647058824	LOCMI10293	structural molecule activity // biological adhesion
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI09783	LOCMI09783	PREDICTED: putative fatty acyl-CoA reductase CG5065-like	2	0.117647058824	LOCMI09783	oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI09257	LOCMI09257	male sterility domain-containing protein, putative	2	0.117647058824	LOCMI09257	oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI08613	LOCMI08613	beta-GRP	2	0.117647058824	LOCMI08613	hydrolase activity, acting on glycosyl bonds // carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI07377	LOCMI07377	PREDICTED: similar to AGAP003656-PA	2	0.117647058824	LOCMI07377	calcium ion binding // biological adhesion
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI06504	LOCMI06504	PREDICTED: putative fatty acyl-CoA reductase CG5065-like isoform 1	2	0.117647058824	LOCMI06504	oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI05620	LOCMI05620	transferrin	2	0.117647058824	LOCMI05620	cation transport // iron ion binding
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI04643	LOCMI04643	Q16GQ4_AEDAE Putative uncharacterized protein	2	0.117647058824	LOCMI04643	oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI04519	LOCMI04519	PREDICTED: procollagen-lysine,2-oxoglutarate 5-dioxygenase 3-like	2	0.117647058824	LOCMI04519	oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI04084	LOCMI04084	PREDICTED: putative fatty acyl-CoA reductase CG5065-like isoform 1	2	0.117647058824	LOCMI04084	oxidation-reduction process // oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI02438	LOCMI02438	Endoglucanase E-4 precursor, putative	2	0.117647058824	LOCMI02438	hydrolase activity, acting on glycosyl bonds // carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI02015	LOCMI02015	PREDICTED: chitinase-like protein Idgf4-like	2	0.117647058824	LOCMI02015	hydrolase activity, acting on glycosyl bonds // carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI17322	LOCMI17322	GK14160	1	0.0588235294118	LOCMI17322	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI17211	LOCMI17211	cuticular protein RR-1 motif 45 precursor	1	0.0588235294118	LOCMI17211	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI17206	LOCMI17206	B4P5B5_DROYA GE12453	1	0.0588235294118	LOCMI17206	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI17205	LOCMI17205	B2DBP1_9NEOP Cuticular protein CPR2	1	0.0588235294118	LOCMI17205	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI17196	LOCMI17196	cuticular protein 139, RR-1 family (AGAP006283-PA)	1	0.0588235294118	LOCMI17196	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI17181	LOCMI17181	B0ZYQ1_LEPDE Putative cuticle protein CP5	1	0.0588235294118	LOCMI17181	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI17141	LOCMI17141	Q2LZE6_DROPS GA10226	1	0.0588235294118	LOCMI17141	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI17139	LOCMI17139	B0X5K3_CULQU Putative uncharacterized protein	1	0.0588235294118	LOCMI17139	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI17132	LOCMI17132	Q7PM44_ANOGA Cuticular protein 78, RR-1 family (AGAP009876-PA)	1	0.0588235294118	LOCMI17132	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16851	LOCMI16851	Q16PW8_AEDAE Pupal cuticle protein, putative	1	0.0588235294118	LOCMI16851	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16838	LOCMI16838	PREDICTED: similar to cuticular protein 58, RR-2 family (AGAP006830-PA)	1	0.0588235294118	LOCMI16838	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16834	LOCMI16834	PREDICTED: similar to Cuticular protein 62Bc CG1919-PA	1	0.0588235294118	LOCMI16834	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16833	LOCMI16833	protein rtoA, putative	1	0.0588235294118	LOCMI16833	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16819	LOCMI16819	Insect cuticle protein	1	0.0588235294118	LOCMI16819	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16781	LOCMI16781	adult cuticle protein, putative	1	0.0588235294118	LOCMI16781	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16766	LOCMI16766	cuticular protein RR family member 35 precursor	1	0.0588235294118	LOCMI16766	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16731	LOCMI16731	PREDICTED: endocuticle structural glycoprotein SgAbd-2-like	1	0.0588235294118	LOCMI16731	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16718	LOCMI16718	GA21674	1	0.0588235294118	LOCMI16718	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16714	LOCMI16714	chitin-binding domain containing protein	1	0.0588235294118	LOCMI16714	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16704	LOCMI16704	PREDICTED: similar to cuticular protein 58, RR-2 family (AGAP006830-PA)	1	0.0588235294118	LOCMI16704	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16677	LOCMI16677	Endocuticle structural glycoprotein SgAbd-8, putative	1	0.0588235294118	LOCMI16677	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16673	LOCMI16673	Pro-resilin	1	0.0588235294118	LOCMI16673	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16647	LOCMI16647	GF14024	1	0.0588235294118	LOCMI16647	biological adhesion
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16641	LOCMI16641	TPA: putative cuticle protein	1	0.0588235294118	LOCMI16641	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16640	LOCMI16640	E2BNC7_9HYME Cuticle protein 18.6, isoform A	1	0.0588235294118	LOCMI16640	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16639	LOCMI16639	E0VEY8_PEDHC Cutile protein, putative	1	0.0588235294118	LOCMI16639	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16638	LOCMI16638	GH17178	1	0.0588235294118	LOCMI16638	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16637	LOCMI16637	PREDICTED: similar to Cuticular protein 62Bc CG1919-PA	1	0.0588235294118	LOCMI16637	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16632	LOCMI16632	D6WIZ6_TRICA Putative uncharacterized protein	1	0.0588235294118	LOCMI16632	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16630	LOCMI16630	putative cuticle protein CPR151	1	0.0588235294118	LOCMI16630	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16629	LOCMI16629	protein rtoA, putative	1	0.0588235294118	LOCMI16629	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16628	LOCMI16628	cuticle protein, putative	1	0.0588235294118	LOCMI16628	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16627	LOCMI16627	protein rtoA, putative	1	0.0588235294118	LOCMI16627	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16621	LOCMI16621	Larval cuticle protein A3A	1	0.0588235294118	LOCMI16621	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16618	LOCMI16618	TPAputative cuticle protein	1	0.0588235294118	LOCMI16618	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16617	LOCMI16617	PREDICTED: cuticle protein 8	1	0.0588235294118	LOCMI16617	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16613	LOCMI16613	cuticular protein RR-2 family member 45 precursor	1	0.0588235294118	LOCMI16613	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16612	LOCMI16612	cuticular protein RR-2 family member 45 precursor	1	0.0588235294118	LOCMI16612	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16609	LOCMI16609	D6WNV3_TRICA Putative uncharacterized protein	1	0.0588235294118	LOCMI16609	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16606	LOCMI16606	cuticle protein, putative	1	0.0588235294118	LOCMI16606	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16604	LOCMI16604	B4H6H2_DROPE GL15514	1	0.0588235294118	LOCMI16604	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16602	LOCMI16602	cuticle protein	1	0.0588235294118	LOCMI16602	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16600	LOCMI16600	RecName: Full=Cuticle protein 19; AltName: Full=LM-ACP 19; Short=LM-19 gb|AAB34514.1| Lm-ACP19=wing cuticle protein	1	0.0588235294118	LOCMI16600	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16599	LOCMI16599	B0WMM5_CULQU Pupal cuticle protein	1	0.0588235294118	LOCMI16599	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16598	LOCMI16598	cuticle protein	1	0.0588235294118	LOCMI16598	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16435	LOCMI16435	RecName: Full=Peptidoglycan-recognition protein 2; AltName: Full=Hd-PGRP-2; Flags: Precursor dbj|BAD08317.1| peptidoglycan recognition protein-2	1	0.0588235294118	LOCMI16435	carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16431	LOCMI16431	D6WIN8_TRICA Putative uncharacterized protein	1	0.0588235294118	LOCMI16431	carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16369	LOCMI16369	GI12107	1	0.0588235294118	LOCMI16369	carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16348	LOCMI16348	GH16825	1	0.0588235294118	LOCMI16348	response to stress
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16054	LOCMI16054	Phospholipase A2	1	0.0588235294118	LOCMI16054	calcium ion binding
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15989	LOCMI15989	citrate synthase	1	0.0588235294118	LOCMI15989	carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15346	LOCMI15346	TPA: putative cuticle protein	1	0.0588235294118	LOCMI15346	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15345	LOCMI15345	Q16XV3_AEDAE Cuticle protein, putative	1	0.0588235294118	LOCMI15345	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15344	LOCMI15344	B4N5V1_DROWI GK17855	1	0.0588235294118	LOCMI15344	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI14956	LOCMI14956	A8W489_TRICA Chitin deacetylase 4	1	0.0588235294118	LOCMI14956	carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI14316	LOCMI14316	GD19393	1	0.0588235294118	LOCMI14316	calcium ion binding
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI14040	LOCMI14040	allergen Bla g 6.0301	1	0.0588235294118	LOCMI14040	calcium ion binding
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13992	LOCMI13992	Q171Z5_AEDAE Putative uncharacterized protein	1	0.0588235294118	LOCMI13992	carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13591	LOCMI13591	B2DBM9_9NEOP Similar to CG13676-PA	1	0.0588235294118	LOCMI13591	carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13455	LOCMI13455	scavenger receptor class B member, putative	1	0.0588235294118	LOCMI13455	biological adhesion
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13304	LOCMI13304	PREDICTED: glucose dehydrogenase	1	0.0588235294118	LOCMI13304	oxidoreductase activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13224	LOCMI13224	GH17178	1	0.0588235294118	LOCMI13224	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13030	LOCMI13030	allergen Bla g 6.0101	1	0.0588235294118	LOCMI13030	calcium ion binding
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13029	LOCMI13029	allergen Bla g 6.0101	1	0.0588235294118	LOCMI13029	calcium ion binding
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13028	LOCMI13028	allergen Bla g 6.0101	1	0.0588235294118	LOCMI13028	calcium ion binding
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI12827	LOCMI12827	PREDICTED: 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase-like	1	0.0588235294118	LOCMI12827	carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI12795	LOCMI12795	B4NMT3_DROWI GK23202	1	0.0588235294118	LOCMI12795	carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI12547	LOCMI12547	lipophorin receptor	1	0.0588235294118	LOCMI12547	calcium ion binding
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI12316	LOCMI12316	A8W489_TRICA Chitin deacetylase 4	1	0.0588235294118	LOCMI12316	carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI12218	LOCMI12218	GJ14495	1	0.0588235294118	LOCMI12218	carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI12177	LOCMI12177	40S ribosomal protein S15a	1	0.0588235294118	LOCMI12177	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI12142	LOCMI12142	Larval cuticle protein A3A	1	0.0588235294118	LOCMI12142	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI12121	LOCMI12121	B0G0U7_MONAT Beta1-tubulin	1	0.0588235294118	LOCMI12121	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI11717	LOCMI11717	Q17H61_AEDAE Putative uncharacterized protein	1	0.0588235294118	LOCMI11717	carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI11714	LOCMI11714	B0W0L0_CULQU Putative uncharacterized protein	1	0.0588235294118	LOCMI11714	carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI11713	LOCMI11713	Q16MN2_AEDAE Putative uncharacterized protein	1	0.0588235294118	LOCMI11713	carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI11525	LOCMI11525	B0X2N8_CULQU Putative uncharacterized protein	1	0.0588235294118	LOCMI11525	carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI11351	LOCMI11351	C0H6I4_BOMMO Putative cuticle protein	1	0.0588235294118	LOCMI11351	structural molecule activity
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI10699	LOCMI10699	Sialidase	1	0.0588235294118	LOCMI10699	carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI10465	LOCMI10465	PREDICTED: similar to alpha actinin CG4376-PB	1	0.0588235294118	LOCMI10465	calcium ion binding
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI10214	LOCMI10214	B4MG23_DROVI GJ15459	1	0.0588235294118	LOCMI10214	carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI09973	LOCMI09973	GF14860	1	0.0588235294118	LOCMI09973	carbohydrate metabolic process
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI09833	LOCMI09833	B4GXB0_DROPE GL21172	1	0.0588235294118	LOCMI09833	biological adhesion
G5-VS-S5.up-GO_Ensembl-Gene-Rankings.txt	LOCMI09745	LOCMI09745	GL12416	1	0.0588235294118	LOCMI09745	structural molecule activity
